Ordre,Brand,Model,Year,Price,Mileage,Age,FuelType,Transmission,AdditionalInfo
2627,Ford,A4,2017,40800,144000.0,7.0,Gas,Semi-Automatic,Imported
2628,Mercedes,Altima,2021,48100,-5000.0,3.0,Gas,Semi-Automatic,Imported
2629,BMW,Altima,1996,14000,62500.0,28.0,Petrol,Automatic,Imported
2630,Chevrolet,X5,2020,36000,75000.0,4.0,Diesel,Manual,First owner
2631,Chevrolet,Impala,2020,16200,65000.0,4.0,Gas,Semi-Automatic,Fleet vehicle
2632,Audi,F-150,2016,16200,20500.0,8.0,Hybrid,Automatic,First owner
2633,Nissan,C-Class,,,49500.0,,Petrol,Manual,First owner
2634,Honda,Altima,1993,31800,110000.0,31.0,Electric,Semi-Automatic,Fleet vehicle
2635,BMW,Civic,2009,29800,208000.0,15.0,Hybrid,Automatic,
2636,Audi,Civic,Year?,Error,241500.0,,Electric,Manual,
2637,Nissan,Sportage,Year?,15100,199000.0,,Diesel,Semi-Automatic,First owner
2638,Chevrolet,A4,2016,27300,32000.0,8.0,Hybrid,Automatic,First owner
2639,Hyundai,,2005,10700,164500.0,19.0,Gas,Manual,Second owner
2640,Toyota,Corolla,1992,20400,34000.0,32.0,Electric,Manual,Imported
2641,Toyota,Sportage,2023,21100,181000.0,1.0,Electric,Automatic,
2642,BMW,Elantra,2023,37900,231500.0,1.0,Diesel,Semi-Automatic,Imported
2643,Audi,Sportage,1991,23000,231500.0,33.0,Electric,Automatic,Second owner
2644,BMW,Corolla,2002,45000,291000.0,22.0,Electric,Automatic,First owner
2645,???,X5,2019,36600,271000.0,5.0,Gas,Automatic,Fleet vehicle
2646,Ford,F-150,,45700,130500.0,,Electric,Manual,Imported
2647,,,1994,1800,217000.0,30.0,Gas,Semi-Automatic,Fleet vehicle
2648,BMW,Altima,1994,16600,229500.0,30.0,Gas,Semi-Automatic,Second owner
2649,Chevrolet,Impala,2017,26500,270500.0,7.0,Electric,Automatic,Second owner
2650,Mercedes,Corolla,2005,11800,66500.0,19.0,Diesel,Automatic,Imported
2651,Mercedes,X5,2023,25300,195500.0,1.0,Petrol,Manual,Fleet vehicle
2652,Honda,Altima,2010,25000,29000.0,14.0,Hybrid,Semi-Automatic,Refurbished
2653,Hyundai,Altima,2001,4400,259000.0,23.0,Petrol,Manual,Second owner
2654,Ford,,2012,44700,199500.0,12.0,Diesel,Semi-Automatic,Imported
2655,Hyundai,X5,1994,,,30.0,Petrol,Manual,Second owner
2656,Chevrolet,Sportage,2004,36700,180500.0,20.0,Diesel,Automatic,First owner
2657,Mercedes,Civic,1999,9500,199000.0,25.0,Gas,Manual,Imported
2658,Chevrolet,Impala,2007,49300,124500.0,17.0,Diesel,Automatic,Fleet vehicle
2659,Kia,Civic,1997,41200,215500.0,27.0,Hybrid,Automatic,First owner
2660,Toyota,Impala,1990,3500,267500.0,34.0,Diesel,Semi-Automatic,Refurbished
2661,???,C-Class,2002,18100,184500.0,22.0,Petrol,Automatic,
2662,Audi,Impala,1999,8000,146000.0,25.0,Gas,Semi-Automatic,
2663,Kia,Impala,2022,46800,236000.0,2.0,Diesel,Semi-Automatic,Imported
2664,Hyundai,Corolla,1997,42100,38500.0,27.0,Gas,Manual,
2665,Nissan,A4,1998,35800,227000.0,26.0,Diesel,Automatic,Imported
2666,Chevrolet,A4,2015,2700,102000.0,9.0,Diesel,Semi-Automatic,Imported
2667,Kia,Sportage,2023,19200,114500.0,1.0,Diesel,Semi-Automatic,
2668,Mercedes,Sportage,1993,49200,170000.0,31.0,Petrol,Semi-Automatic,Second owner
2669,Ford,Sportage,2015,25300,223000.0,9.0,Diesel,Automatic,Refurbished
2670,Honda,Civic,2014,6800,,10.0,Hybrid,Semi-Automatic,
2671,BMW,A4,0,14000,54500.0,,Gas,Automatic,Refurbished
2672,Nissan,,1991,17300,14000.0,33.0,Hybrid,Manual,Second owner
2673,Ford,Altima,2004,35100,203000.0,20.0,Diesel,Manual,Imported
2674,Kia,C-Class,2013,11600,31000.0,11.0,Electric,Automatic,Refurbished
2675,BMW,Impala,2017,40500,7500.0,7.0,Hybrid,Semi-Automatic,
2676,Mercedes,Impala,2009,4800,127500.0,15.0,Petrol,Semi-Automatic,
2677,BMW,Sportage,2015,40500,157500.0,9.0,Hybrid,Manual,Fleet vehicle
2678,Chevrolet,Corolla,2018,23800,221000.0,6.0,Gas,Manual,Refurbished
2679,Hyundai,C-Class,2009,45000,,15.0,Gas,Automatic,Refurbished
2680,Mercedes,X5,2020,48600,50000.0,4.0,Gas,Semi-Automatic,
2681,Nissan,X5,2004,32800,239500.0,20.0,Petrol,Automatic,First owner
2682,Ford,Altima,2002,39900,65500.0,22.0,Hybrid,Automatic,Fleet vehicle
2683,Hyundai,Corolla,1991,4900,41000.0,33.0,Diesel,Automatic,Imported
2684,BMW,Sportage,0,Error,174500.0,,Petrol,Manual,Fleet vehicle
2685,Audi,Impala,2002,15000,,22.0,Hybrid,Manual,First owner
2686,Toyota,Corolla,1990,3400,132000.0,34.0,Diesel,Manual,Second owner
2687,Mercedes,Altima,,9300,101000.0,,Hybrid,Manual,Imported
2688,Kia,Impala,1997,Error,131500.0,27.0,Electric,Semi-Automatic,First owner
2689,Audi,F-150,1998,43600,295000.0,26.0,Petrol,Semi-Automatic,First owner
2690,BMW,X5,2009,44700,67000.0,15.0,Petrol,Semi-Automatic,
2691,Toyota,X5,2002,,135000.0,22.0,Hybrid,Semi-Automatic,Refurbished
2692,Hyundai,Civic,2011,33100,31500.0,13.0,Electric,Automatic,
2693,Hyundai,F-150,1993,,212500.0,31.0,Petrol,Semi-Automatic,Imported
2694,Mercedes,C-Class,1992,29100,20000.0,32.0,Diesel,Manual,Fleet vehicle
2695,Hyundai,X5,2003,46200,185500.0,21.0,Petrol,Automatic,Imported
2696,Ford,Altima,2020,8600,281000.0,4.0,Diesel,Manual,First owner
2697,Toyota,Impala,2005,32700,7500.0,19.0,Diesel,Manual,Second owner
2698,Mercedes,Elantra,2014,36000,-5000.0,10.0,Diesel,Semi-Automatic,Refurbished
2699,Mercedes,X5,2018,3800,86500.0,6.0,Gas,Manual,Second owner
2700,Nissan,C-Class,1994,28700,192500.0,30.0,Hybrid,Manual,Second owner
2701,Nissan,Corolla,2002,22800,288000.0,22.0,Petrol,Manual,First owner
2702,Nissan,,2021,33500,277500.0,3.0,Petrol,Manual,
2703,Kia,Impala,2010,42900,258500.0,14.0,Hybrid,Semi-Automatic,First owner
2704,Hyundai,C-Class,2013,47700,142500.0,11.0,Petrol,Semi-Automatic,Fleet vehicle
2705,Honda,X5,2005,26700,209000.0,19.0,Petrol,Semi-Automatic,Fleet vehicle
2706,Chevrolet,Unknown,1994,41800,13000.0,30.0,Petrol,Semi-Automatic,Second owner
2707,Nissan,Corolla,1999,4300,253500.0,25.0,Hybrid,Semi-Automatic,
2708,Hyundai,Sportage,2002,36000,86500.0,22.0,Electric,Manual,Fleet vehicle
2709,Mercedes,X5,1996,29400,132000.0,28.0,Petrol,Manual,Second owner
2710,Mercedes,Impala,2019,11900,277000.0,5.0,Gas,Automatic,Imported
2711,Ford,Sportage,2000,4700,232500.0,24.0,Hybrid,Manual,Second owner
2712,Mercedes,Impala,2003,Error,95000.0,21.0,Hybrid,Manual,Fleet vehicle
2713,Hyundai,A4,1995,29600,189500.0,29.0,Gas,Manual,
2714,Kia,F-150,2015,33500,53500.0,9.0,Gas,Automatic,Second owner
2715,Chevrolet,Elantra,1995,12400,-5000.0,29.0,Petrol,Semi-Automatic,Imported
2716,Mercedes,Sportage,1998,4300,137000.0,26.0,Electric,Manual,
2717,Hyundai,X5,2023,-1,,1.0,Petrol,Automatic,Fleet vehicle
2718,Kia,Elantra,2023,17400,55500.0,1.0,Petrol,Semi-Automatic,Imported
2719,Ford,A4,2011,8700,43000.0,13.0,Gas,Semi-Automatic,Fleet vehicle
2720,BMW,Impala,2022,19900,9500.0,2.0,Hybrid,Automatic,
2721,Kia,F-150,2005,8700,,19.0,Petrol,Automatic,First owner
2722,Hyundai,Civic,2020,24200,53500.0,4.0,Electric,Semi-Automatic,Second owner
2723,Honda,Civic,2005,19100,105000.0,19.0,Electric,Manual,
2724,Audi,Altima,2021,14400,153500.0,3.0,Diesel,Automatic,Imported
2725,Mercedes,Corolla,2010,Error,,14.0,Gas,Semi-Automatic,Refurbished
2726,Ford,Corolla,2010,35900,175500.0,14.0,Hybrid,Automatic,Refurbished
2727,Toyota,Elantra,1994,24900,278500.0,30.0,Petrol,Automatic,
2728,Chevrolet,Elantra,1992,39100,202500.0,32.0,Hybrid,Semi-Automatic,Fleet vehicle
2729,Chevrolet,Impala,2013,3000,236000.0,11.0,Petrol,Semi-Automatic,Imported
2730,Audi,X5,2005,,-5000.0,19.0,Hybrid,Manual,Second owner
2731,Chevrolet,Civic,1998,14100,115000.0,26.0,Gas,Automatic,
2732,Toyota,Impala,1991,7100,107000.0,33.0,Hybrid,Semi-Automatic,Imported
2733,Audi,F-150,2012,19700,113000.0,12.0,Diesel,Automatic,Fleet vehicle
2734,Audi,Impala,1997,4700,298000.0,27.0,Hybrid,Manual,Refurbished
2735,Ford,Corolla,2018,49000,128500.0,6.0,Gas,Automatic,First owner
2736,Ford,X5,1991,6200,180000.0,33.0,Gas,Manual,
2737,Ford,C-Class,2023,45700,106500.0,1.0,Hybrid,Manual,Second owner
2738,BMW,Impala,1995,28700,2000.0,29.0,Electric,Manual,Second owner
2739,Nissan,Civic,2011,10800,236500.0,13.0,Petrol,Semi-Automatic,Imported
2740,Hyundai,Altima,2001,5200,85000.0,23.0,Diesel,Semi-Automatic,Fleet vehicle
2741,Audi,F-150,2010,4900,21500.0,14.0,Diesel,Manual,Imported
2742,Honda,Elantra,2021,17000,84000.0,3.0,Gas,Automatic,First owner
2743,Toyota,Corolla,2011,3000,-5000.0,13.0,Petrol,Semi-Automatic,Refurbished
2744,Kia,Altima,2003,37200,62000.0,21.0,Diesel,Semi-Automatic,Fleet vehicle
2745,Ford,Civic,2014,10000,250500.0,10.0,Petrol,Automatic,First owner
2746,???,Sportage,2002,29900,160000.0,22.0,Hybrid,Semi-Automatic,Imported
2747,Ford,A4,,36000,,,Hybrid,Manual,Refurbished
2748,Audi,A4,2020,,78000.0,4.0,Petrol,Semi-Automatic,Second owner
2749,Toyota,A4,1990,36600,,34.0,Hybrid,Manual,Second owner
2750,Kia,Sportage,2002,12400,,22.0,Electric,Automatic,
2751,Mercedes,Elantra,2005,3300,145000.0,19.0,Petrol,Automatic,Fleet vehicle
2752,Nissan,Corolla,2021,19700,162500.0,3.0,Gas,Semi-Automatic,Refurbished
2753,Toyota,,2015,33200,167000.0,9.0,Diesel,Automatic,First owner
2754,Honda,F-150,0,7200,91000.0,,Electric,Manual,
2755,Chevrolet,A4,2021,33500,238000.0,3.0,Petrol,Semi-Automatic,Second owner
2756,Toyota,Civic,2005,27600,57500.0,19.0,Gas,Manual,
2757,Ford,A4,2015,2000,121500.0,9.0,Electric,Manual,
2758,Ford,Civic,1996,,218500.0,28.0,Gas,Manual,Second owner
2759,Audi,Unknown,2017,9200,60000.0,7.0,Hybrid,Automatic,First owner
2760,Nissan,A4,2012,1800,243000.0,12.0,Gas,Manual,Second owner
2761,Chevrolet,Elantra,2003,10900,142500.0,21.0,Diesel,Manual,First owner
2762,Mercedes,X5,2013,29400,78000.0,11.0,Hybrid,Semi-Automatic,Fleet vehicle
2763,Hyundai,Corolla,2012,1700,79000.0,12.0,Diesel,Manual,Fleet vehicle
2764,Kia,Altima,2015,31700,12500.0,9.0,Diesel,Semi-Automatic,Fleet vehicle
2765,BMW,F-150,1990,4800,172500.0,34.0,Gas,Manual,
2766,Audi,A4,2001,25900,-5000.0,23.0,Gas,Automatic,Second owner
2767,Hyundai,Impala,0,5300,67500.0,,Petrol,Semi-Automatic,
2768,Mercedes,Civic,2000,12100,279000.0,24.0,Petrol,Manual,Second owner
2769,Audi,A4,2008,44900,41000.0,16.0,Petrol,Automatic,
2770,Mercedes,F-150,2001,24000,120000.0,23.0,Gas,Semi-Automatic,First owner
2771,Audi,X5,2008,1300,100500.0,16.0,Diesel,Automatic,Second owner
2772,Mercedes,Altima,2020,11900,105000.0,4.0,Electric,Automatic,Refurbished
2773,Chevrolet,Impala,2000,13200,8000.0,24.0,Electric,Automatic,Second owner
2774,Honda,C-Class,2014,-1,149000.0,10.0,Hybrid,Semi-Automatic,Second owner
2775,Hyundai,F-150,1994,11600,97000.0,30.0,Gas,Automatic,Imported
2776,Audi,X5,2017,49400,201500.0,7.0,Petrol,Manual,Imported
2777,BMW,Elantra,2020,24200,298000.0,4.0,Gas,Manual,Fleet vehicle
2778,Toyota,Elantra,2006,8200,151500.0,18.0,Petrol,Manual,Fleet vehicle
2779,Chevrolet,Corolla,2004,22900,288500.0,20.0,Gas,Manual,Second owner
2780,Chevrolet,Elantra,1992,47900,49500.0,32.0,Diesel,Automatic,Second owner
2781,Honda,Elantra,1997,4300,97000.0,27.0,Petrol,Semi-Automatic,Second owner
2782,Kia,,2023,2400,,1.0,Gas,Automatic,Refurbished
2783,Chevrolet,Sportage,2013,14100,218000.0,11.0,Gas,Semi-Automatic,Imported
2784,Ford,Elantra,1997,27000,51000.0,27.0,Gas,Automatic,
2785,BMW,Unknown,2005,12400,60500.0,19.0,Electric,Automatic,Refurbished
2786,Nissan,Altima,2017,42300,264000.0,7.0,Hybrid,Automatic,Second owner
2787,Hyundai,Impala,1999,31900,162500.0,25.0,Hybrid,Semi-Automatic,
2788,Honda,Civic,2000,13000,-5000.0,24.0,Diesel,Automatic,Fleet vehicle
2789,Kia,Corolla,2004,17600,27000.0,20.0,Diesel,Semi-Automatic,Fleet vehicle
2790,Mercedes,Sportage,2004,20300,80500.0,20.0,Gas,Manual,Imported
2791,Kia,C-Class,2002,23400,216500.0,22.0,Petrol,Semi-Automatic,First owner
2792,Honda,Elantra,2002,4900,88000.0,22.0,Gas,Manual,Refurbished
2793,Audi,Impala,1996,21000,23000.0,28.0,Hybrid,Semi-Automatic,First owner
2794,Nissan,C-Class,1995,6600,155500.0,29.0,Diesel,Automatic,
2795,Ford,Civic,2016,3500,162500.0,8.0,Electric,Manual,Fleet vehicle
2796,???,Elantra,2015,14500,112500.0,9.0,Gas,Semi-Automatic,
2797,Toyota,A4,2002,27500,138500.0,22.0,Diesel,Manual,First owner
2798,Ford,Civic,1999,41100,,25.0,Gas,Automatic,First owner
2799,Chevrolet,Civic,2003,21100,-5000.0,21.0,Gas,Manual,First owner
2800,Audi,Elantra,1993,1100,50000.0,31.0,Electric,Automatic,
2801,Hyundai,C-Class,2008,33000,239000.0,16.0,Hybrid,Automatic,Fleet vehicle
2802,Ford,Altima,2019,21600,54000.0,5.0,Petrol,Semi-Automatic,First owner
2803,Ford,Corolla,2011,2900,,13.0,Gas,Automatic,Fleet vehicle
2804,Chevrolet,Impala,1995,14600,17500.0,29.0,Hybrid,Semi-Automatic,Fleet vehicle
2805,Hyundai,Altima,2012,13200,154500.0,12.0,Electric,Automatic,Imported
2806,Nissan,Elantra,2009,20200,184500.0,15.0,Diesel,Automatic,
2807,Ford,Impala,1997,8400,30500.0,27.0,Petrol,Semi-Automatic,First owner
2808,Hyundai,Civic,2016,15700,31500.0,8.0,Petrol,Manual,Second owner
2809,Honda,Corolla,2002,18700,281000.0,22.0,Electric,Manual,
2810,Toyota,A4,2023,-1,73500.0,1.0,Diesel,Automatic,Second owner
2811,Hyundai,F-150,1999,37300,150000.0,25.0,Petrol,Automatic,
2812,Mercedes,Sportage,1992,44700,90000.0,32.0,Hybrid,Manual,Refurbished
2813,Kia,A4,,28600,294500.0,,Diesel,Automatic,Second owner
2814,Kia,Corolla,2011,30200,218000.0,13.0,Hybrid,Semi-Automatic,
2815,Toyota,Civic,2006,16500,235500.0,18.0,Electric,Semi-Automatic,First owner
2816,Ford,A4,1996,44000,230000.0,28.0,Electric,Automatic,Imported
2817,BMW,A4,1990,49900,139500.0,34.0,Electric,Automatic,First owner
2818,Hyundai,Sportage,2001,32300,80500.0,23.0,Hybrid,Automatic,
2819,Kia,Impala,2005,,208000.0,19.0,Diesel,Semi-Automatic,Refurbished
2820,Nissan,Elantra,2000,33200,-5000.0,24.0,Hybrid,Automatic,
2821,Chevrolet,Impala,2022,31700,219500.0,2.0,Diesel,Automatic,Second owner
2822,Nissan,Elantra,1995,41500,253500.0,29.0,Petrol,Semi-Automatic,Fleet vehicle
2823,Nissan,Civic,2014,2800,41000.0,10.0,Petrol,Automatic,Fleet vehicle
2824,Kia,Altima,2023,16200,261000.0,1.0,Diesel,Semi-Automatic,Imported
2825,Nissan,Corolla,1992,-1,230000.0,32.0,Diesel,Manual,Second owner
2826,Mercedes,Elantra,2012,17300,231000.0,12.0,Diesel,Semi-Automatic,Imported
2827,Hyundai,Sportage,1994,31400,191500.0,30.0,Petrol,Semi-Automatic,First owner
2828,Mercedes,A4,1994,46300,163500.0,30.0,Petrol,Manual,Fleet vehicle
2829,Mercedes,X5,1996,45800,59500.0,28.0,Diesel,Automatic,Imported
2830,Kia,A4,2014,43200,254000.0,10.0,Diesel,Automatic,Refurbished
2831,Honda,Altima,2019,25600,298500.0,5.0,Electric,Manual,Refurbished
2832,Nissan,Altima,1996,1100,297500.0,28.0,Gas,Manual,Second owner
2833,Audi,Altima,2020,8900,186500.0,4.0,Diesel,Manual,Imported
2834,Toyota,Elantra,2018,47300,73000.0,6.0,Petrol,Automatic,Refurbished
2835,Hyundai,F-150,1999,-1,,25.0,Diesel,Semi-Automatic,First owner
2836,Chevrolet,Altima,Year?,43900,108500.0,,Petrol,Semi-Automatic,Imported
2837,Kia,Altima,2017,Error,54500.0,7.0,Hybrid,Automatic,Second owner
2838,Audi,A4,2022,36200,-5000.0,2.0,Hybrid,Semi-Automatic,First owner
2839,Chevrolet,Corolla,1991,,179500.0,33.0,Electric,Automatic,
2840,Mercedes,F-150,2020,18800,32500.0,4.0,Electric,Automatic,Fleet vehicle
2841,Toyota,Civic,1998,47500,209500.0,26.0,Petrol,Manual,Fleet vehicle
2842,BMW,X5,2009,33100,93000.0,15.0,Electric,Manual,
2843,Audi,Civic,1993,37700,211000.0,31.0,Diesel,Automatic,Fleet vehicle
2844,Chevrolet,A4,2011,3100,168000.0,13.0,Hybrid,Semi-Automatic,Second owner
2845,Audi,Civic,2014,21900,165000.0,10.0,Gas,Automatic,Refurbished
2846,Chevrolet,F-150,2006,16400,237500.0,18.0,Gas,Semi-Automatic,
2847,Ford,C-Class,2001,36400,6500.0,23.0,Gas,Semi-Automatic,Fleet vehicle
2848,Nissan,A4,2017,26000,218000.0,7.0,Hybrid,Manual,Refurbished
2849,Nissan,Unknown,2023,18500,18000.0,1.0,Electric,Automatic,First owner
2850,Kia,Sportage,1996,49300,-5000.0,28.0,Petrol,Manual,
2851,Hyundai,Altima,2004,26600,,20.0,Hybrid,Semi-Automatic,Refurbished
2852,Chevrolet,Altima,2013,33500,225000.0,11.0,Diesel,Manual,Refurbished
2853,Nissan,Sportage,1998,,209500.0,26.0,Electric,Semi-Automatic,First owner
2854,Kia,Civic,1998,12400,119500.0,26.0,Petrol,Automatic,Second owner
2855,Toyota,X5,2006,44500,171500.0,18.0,Gas,Automatic,Fleet vehicle
2856,BMW,Civic,2005,36500,112000.0,19.0,Electric,Manual,Second owner
2857,Kia,Impala,2002,20300,84000.0,22.0,Petrol,Semi-Automatic,Fleet vehicle
2858,BMW,C-Class,2001,39400,231500.0,23.0,Petrol,Semi-Automatic,Fleet vehicle
2859,Nissan,Elantra,2015,30400,176000.0,9.0,Diesel,Semi-Automatic,Refurbished
2860,,Civic,1991,40100,29500.0,33.0,Petrol,Semi-Automatic,Refurbished
2861,Toyota,Sportage,0,46900,177000.0,,Gas,Automatic,
2862,Audi,Sportage,2007,17500,230000.0,17.0,Petrol,Semi-Automatic,Refurbished
2863,Nissan,Altima,2002,20700,202500.0,22.0,Electric,Automatic,Second owner
2864,Chevrolet,X5,1991,24100,,33.0,Gas,Semi-Automatic,
2865,Honda,Impala,1992,17300,,32.0,Diesel,Semi-Automatic,Fleet vehicle
2866,Toyota,Civic,1990,46600,112000.0,34.0,Electric,Manual,Refurbished
2867,Audi,A4,1993,25000,254000.0,31.0,Diesel,Automatic,Fleet vehicle
2868,Nissan,Impala,1990,12600,50000.0,34.0,Petrol,Automatic,Imported
2869,Ford,A4,2011,45200,290500.0,13.0,Hybrid,Semi-Automatic,Refurbished
2870,Hyundai,Elantra,2003,-1,228000.0,21.0,Diesel,Automatic,Second owner
2871,Hyundai,Impala,2014,10200,153000.0,10.0,Electric,Semi-Automatic,Fleet vehicle
2872,Kia,F-150,2006,29000,104500.0,18.0,Gas,Manual,First owner
2873,Toyota,Corolla,1993,32100,202500.0,31.0,Hybrid,Manual,Second owner
2874,Ford,Corolla,2009,28500,271000.0,15.0,Hybrid,Semi-Automatic,
2875,Nissan,Corolla,2014,24600,189000.0,10.0,Gas,Manual,Second owner
2876,Hyundai,Altima,2020,27000,100500.0,4.0,Electric,Manual,Fleet vehicle
2877,Kia,Sportage,2000,36400,118500.0,24.0,Petrol,Semi-Automatic,First owner
2878,Hyundai,X5,1998,2000,79000.0,26.0,Electric,Manual,Imported
2879,Toyota,Sportage,1991,18100,143000.0,33.0,Diesel,Semi-Automatic,Refurbished
2880,Hyundai,Impala,2021,-1,81500.0,3.0,Hybrid,Automatic,Imported
2881,Kia,X5,2007,,294000.0,17.0,Hybrid,Manual,Refurbished
2882,Toyota,Civic,2011,43200,121500.0,13.0,Electric,Manual,First owner
2883,Kia,Impala,2021,48700,217500.0,3.0,Gas,Automatic,Second owner
2884,Chevrolet,C-Class,1994,8900,,30.0,Diesel,Manual,Fleet vehicle
2885,Nissan,Civic,1997,44800,182000.0,27.0,Petrol,Automatic,Imported
2886,Kia,F-150,2022,25100,154000.0,2.0,Electric,Manual,Second owner
2887,,F-150,1991,28100,126000.0,33.0,Hybrid,Automatic,Refurbished
2888,Mercedes,Civic,2010,31900,38500.0,14.0,Hybrid,Automatic,Fleet vehicle
2889,Hyundai,Civic,2012,10000,222500.0,12.0,Petrol,Semi-Automatic,Refurbished
2890,Chevrolet,Impala,1991,49900,37500.0,33.0,Electric,Automatic,Imported
2891,Toyota,X5,2014,39300,188500.0,10.0,Petrol,Manual,Second owner
2892,???,Civic,2020,2300,260000.0,4.0,Hybrid,Automatic,Refurbished
2893,Kia,X5,2008,2500,217500.0,16.0,Electric,Automatic,Fleet vehicle
2894,Toyota,Altima,2023,28200,184500.0,1.0,Hybrid,Automatic,First owner
2895,Audi,Impala,2007,,-5000.0,17.0,Petrol,Semi-Automatic,
2896,Kia,Sportage,2022,46300,249500.0,2.0,Hybrid,Semi-Automatic,First owner
2897,Toyota,F-150,2008,14100,-5000.0,16.0,Gas,Semi-Automatic,First owner
2898,BMW,C-Class,2016,44200,161500.0,8.0,Hybrid,Manual,First owner
2899,Nissan,X5,0,,213000.0,,Electric,Semi-Automatic,Second owner
2900,Kia,F-150,2023,22000,130500.0,1.0,Diesel,Automatic,Fleet vehicle
2901,Ford,Impala,2021,23300,44500.0,3.0,Petrol,Automatic,Fleet vehicle
2902,BMW,Civic,2011,46100,,13.0,Electric,Manual,Imported
2903,Chevrolet,Impala,2014,29400,234500.0,10.0,Gas,Automatic,
2904,Mercedes,Altima,2003,45900,52000.0,21.0,Diesel,Manual,First owner
2905,BMW,Corolla,1990,29800,9500.0,34.0,Petrol,Semi-Automatic,First owner
2906,Ford,Elantra,2005,21400,2000.0,19.0,Electric,Manual,Imported
2907,Audi,Impala,2021,1200,73500.0,3.0,Petrol,Semi-Automatic,Imported
2908,BMW,Sportage,2016,33000,57000.0,8.0,Petrol,Automatic,Fleet vehicle
2909,BMW,Altima,Year?,24600,295500.0,,Petrol,Semi-Automatic,Fleet vehicle
2910,BMW,Elantra,2015,25700,69500.0,9.0,Electric,Manual,Fleet vehicle
2911,Audi,Altima,2007,25100,228000.0,17.0,Gas,Semi-Automatic,Fleet vehicle
2912,Mercedes,Altima,2008,48400,2000.0,16.0,Hybrid,Automatic,Refurbished
2913,Honda,A4,2001,21400,171000.0,23.0,Diesel,Automatic,Imported
2914,Ford,Sportage,Year?,35400,281500.0,,Petrol,Automatic,Imported
2915,Kia,Elantra,2002,20500,85500.0,22.0,Hybrid,Automatic,Imported
2916,Kia,A4,1993,23500,146000.0,31.0,Hybrid,Manual,Fleet vehicle
2917,Mercedes,Corolla,1993,4900,176000.0,31.0,Electric,Semi-Automatic,Imported
2918,Mercedes,Elantra,2017,,1500.0,7.0,Electric,Manual,Imported
2919,Chevrolet,C-Class,1990,17200,257000.0,34.0,Gas,Automatic,Refurbished
2920,Hyundai,C-Class,0,48900,99500.0,,Diesel,Semi-Automatic,Fleet vehicle
2921,Honda,Elantra,2015,23300,84500.0,9.0,Hybrid,Automatic,Imported
2922,Nissan,Civic,2019,32900,52000.0,5.0,Gas,Manual,Refurbished
2923,Mercedes,F-150,2020,28300,130500.0,4.0,Diesel,Automatic,
2924,Audi,Sportage,2000,23300,145500.0,24.0,Gas,Semi-Automatic,
2925,Ford,Altima,2005,25800,246000.0,19.0,Gas,Manual,Second owner
2926,Mercedes,,0,17200,162000.0,,Electric,Automatic,Refurbished
2927,Mercedes,C-Class,2011,24700,18500.0,13.0,Hybrid,Manual,First owner
2928,Mercedes,Sportage,1994,48800,237000.0,30.0,Petrol,Manual,Refurbished
2929,Honda,Impala,2012,41600,76000.0,12.0,Gas,Manual,Refurbished
2930,Toyota,Civic,2011,10700,170000.0,13.0,Hybrid,Manual,Refurbished
2931,Mercedes,Civic,2023,27900,251500.0,1.0,Gas,Automatic,Second owner
2932,Mercedes,Sportage,2018,37400,26500.0,6.0,Gas,Automatic,Imported
2933,BMW,Corolla,2023,23200,245000.0,1.0,Electric,Manual,Second owner
2934,Toyota,Altima,2001,49500,91500.0,23.0,Hybrid,Automatic,First owner
2935,Nissan,Altima,1993,34700,186500.0,31.0,Diesel,Semi-Automatic,Refurbished
2936,Mercedes,Unknown,1996,16000,248500.0,28.0,Hybrid,Semi-Automatic,Second owner
2937,Kia,Impala,2016,13400,268000.0,8.0,Diesel,Semi-Automatic,Imported
2938,Honda,Altima,2019,Error,289500.0,5.0,Hybrid,Semi-Automatic,Imported
2939,Audi,Impala,2013,10100,250500.0,11.0,Hybrid,Semi-Automatic,
2940,Mercedes,X5,1995,32600,268500.0,29.0,Diesel,Semi-Automatic,Imported
2941,BMW,Altima,1993,20200,255500.0,31.0,Diesel,Manual,Second owner
2942,Ford,A4,2017,36400,17000.0,7.0,Diesel,Semi-Automatic,First owner
2943,Ford,Elantra,2004,1500,-5000.0,20.0,Hybrid,Semi-Automatic,Second owner
2944,Mercedes,Elantra,2008,34000,121000.0,16.0,Gas,Semi-Automatic,Second owner
2945,???,C-Class,2006,42700,42500.0,18.0,Electric,Manual,Refurbished
2946,Chevrolet,A4,1991,45200,23000.0,33.0,Petrol,Manual,Second owner
2947,Toyota,Elantra,1993,Error,,31.0,Gas,Automatic,Second owner
2948,Toyota,Elantra,2000,8000,244000.0,24.0,Petrol,Automatic,Imported
2949,Audi,Sportage,2018,3600,165500.0,6.0,Diesel,Semi-Automatic,Imported
2950,Ford,Sportage,1992,30200,113500.0,32.0,Gas,Manual,Refurbished
2951,Audi,Sportage,1990,Error,127500.0,34.0,Hybrid,Manual,Refurbished
2952,Toyota,C-Class,2000,29600,41000.0,24.0,Electric,Manual,Fleet vehicle
2953,Honda,A4,2007,17300,-5000.0,17.0,Petrol,Automatic,Fleet vehicle
2954,Nissan,C-Class,2002,23200,26000.0,22.0,Electric,Automatic,Fleet vehicle
2955,Toyota,Corolla,2013,7600,7500.0,11.0,Petrol,Semi-Automatic,Refurbished
